Machine_ID,Machine_Type,Temperature,Vibration,RPM,Power_Consumption,Operating_Hours,Motor_Current,Bearing_Temperature,Noise_Level,Yarn_Tension,Failure,Timestamp
TM-1421,Rotor Spinning,81.22,2.93,1796.89,40.75,3807,106.83,68.45,74.58,372.93,0,2023-03-01 04:00:00
TM-1422,Air Jet Loom,78.4,3.03,1806.35,37.88,3019,111.47,56.2,75.39,370.45,0,2023-03-01 05:00:00
TM-1423,Rotor Spinning,71.05,1.78,1774.6,41.59,5619,101.63,60.41,68.03,387.49,0,2023-03-01 06:00:00
TM-1424,Weaving Loom,69.39,2.85,1808.68,33.48,3925,99.92,74.75,76.13,372.12,0,2023-03-01 07:00:00
TM-1425,Spinning Frame,100.8,2.69,1781.5,58.39,14132,129.02,76.07,90.34,444.0,1,2023-03-01 08:00:00
TM-1426,Air Jet Loom,96.99,3.4,1686.97,46.65,9556,127.46,77.62,89.35,449.74,1,2023-03-01 09:00:00
TM-1427,Rotor Spinning,98.0,3.22,1681.69,54.83,13379,126.02,87.14,78.38,410.23,1,2023-03-01 10:00:00
TM-1428,Ring Spinning,102.77,3.23,1760.9,42.59,13930,125.52,76.87,82.3,451.85,1,2023-03-01 11:00:00
TM-1429,Weaving Loom,61.69,2.11,1809.35,43.14,6596,102.54,63.84,70.23,390.46,0,2023-03-01 12:00:00
TM-1430,Weaving Loom,74.57,2.54,1800.99,34.1,4573,108.44,70.24,67.32,386.54,0,2023-03-01 13:00:00
TM-1431,Ring Spinning,95.27,3.37,1734.91,43.16,10082,106.78,81.46,91.24,414.19,1,2023-03-01 14:00:00
TM-1432,Rotor Spinning,100.89,5.83,1713.92,45.43,10565,125.36,86.69,89.97,423.54,1,2023-03-01 15:00:00
TM-1433,Air Jet Loom,70.53,1.81,1797.97,41.42,1987,100.71,67.46,72.32,364.16,0,2023-03-01 16:00:00
TM-1434,Spinning Frame,100.13,3.69,1728.05,50.37,11809,131.09,82.53,85.03,481.09,1,2023-03-01 17:00:00
TM-1435,Rotor Spinning,73.84,2.41,1816.64,41.1,3895,107.92,68.38,73.52,380.26,0,2023-03-01 18:00:00
TM-1436,Spinning Frame,77.7,2.34,1803.44,36.23,5620,98.89,65.07,65.69,399.92,0,2023-03-01 19:00:00
TM-1437,Air Jet Loom,79.13,2.99,1837.25,41.24,3931,95.41,63.7,70.41,406.07,0,2023-03-01 20:00:00
TM-1438,Weaving Loom,76.42,2.14,1795.62,38.09,4939,101.28,67.58,66.99,378.35,0,2023-03-01 21:00:00
TM-1439,Weaving Loom,103.87,3.37,1593.32,54.48,13122,130.03,97.02,78.29,461.49,1,2023-03-01 22:00:00
TM-1440,Weaving Loom,73.95,3.7,1798.44,38.34,4723,100.91,65.7,74.95,392.91,0,2023-03-01 23:00:00
TM-1441,Spinning Frame,67.83,1.78,1815.5,40.58,1335,111.61,56.93,74.48,376.2,0,2023-03-02 00:00:00
TM-1442,Rotor Spinning,79.04,2.02,1791.64,35.38,2068,103.9,58.22,70.61,362.19,0,2023-03-02 01:00:00
TM-1443,Air Jet Loom,73.78,2.57,1801.82,38.6,1500,104.68,48.35,70.74,375.49,0,2023-03-02 02:00:00
TM-1444,Ring Spinning,70.57,1.94,1785.85,36.75,6256,111.11,65.31,64.36,353.05,0,2023-03-02 03:00:00
TM-1445,Ring Spinning,94.46,4.74,1706.11,60.0,13475,131.31,92.05,74.33,500.0,1,2023-03-02 04:00:00
TM-1446,Spinning Frame,85.32,5.35,1760.04,39.4,10628,117.62,99.81,81.89,481.42,1,2023-03-02 05:00:00
TM-1447,Air Jet Loom,97.13,4.45,1787.11,42.45,11372,142.27,88.01,92.01,417.9,1,2023-03-02 06:00:00
TM-1448,Weaving Loom,71.29,3.27,1786.0,34.42,5832,102.66,54.96,69.72,383.48,0,2023-03-02 07:00:00
TM-1449,Spinning Frame,76.54,3.14,1813.44,37.56,3998,106.73,66.87,71.89,375.66,0,2023-03-02 08:00:00
TM-1450,Weaving Loom,67.2,3.05,1791.9,43.91,5693,88.75,75.56,70.64,366.13,0,2023-03-02 09:00:00
TM-1451,Ring Spinning,78.1,3.1,1794.2,35.36,1040,107.1,66.96,66.39,354.74,0,2023-03-02 10:00:00
TM-1452,Rotor Spinning,72.81,2.05,1808.36,35.98,1213,105.08,55.99,75.37,397.96,0,2023-03-02 11:00:00
TM-1453,Weaving Loom,80.85,1.97,1786.14,39.73,3099,97.35,58.73,69.84,369.38,0,2023-03-02 12:00:00
TM-1454,Ring Spinning,104.63,3.95,1772.26,48.93,14360,134.65,82.64,81.42,402.22,1,2023-03-02 13:00:00
TM-1455,Ring Spinning,76.39,2.11,1821.94,33.66,3870,109.05,65.29,71.4,360.5,0,2023-03-02 14:00:00
TM-1456,Weaving Loom,108.71,4.24,1599.83,50.51,13731,118.0,104.29,87.9,419.32,1,2023-03-02 15:00:00
TM-1457,Rotor Spinning,72.72,2.7,1784.42,37.2,4194,110.34,60.67,67.0,395.65,0,2023-03-02 16:00:00
TM-1458,Ring Spinning,75.6,3.33,1803.17,44.42,3760,104.15,61.84,70.96,382.9,0,2023-03-02 17:00:00
TM-1459,Weaving Loom,85.76,4.52,1663.93,55.54,10293,138.11,95.36,83.7,369.43,1,2023-03-02 18:00:00
TM-1460,Weaving Loom,77.73,3.22,1797.31,39.82,3033,105.42,63.13,72.32,352.57,0,2023-03-02 19:00:00
TM-1461,Spinning Frame,80.23,1.86,1818.77,35.63,5492,103.24,72.66,71.32,389.79,0,2023-03-02 20:00:00
TM-1462,Spinning Frame,71.13,2.61,1786.11,39.3,4392,106.45,65.83,71.93,373.32,0,2023-03-02 21:00:00
TM-1463,Spinning Frame,78.93,2.08,1838.04,36.29,3395,104.38,65.28,65.29,362.79,0,2023-03-02 22:00:00
TM-1464,Air Jet Loom,77.1,2.44,1791.94,35.11,5788,104.36,64.08,73.62,380.19,0,2023-03-02 23:00:00
TM-1465,Air Jet Loom,83.5,2.29,1806.92,37.62,4637,104.0,68.71,63.79,380.62,0,2023-03-03 00:00:00
TM-1466,Weaving Loom,77.95,1.59,1797.88,40.57,3793,107.57,61.69,70.22,370.59,0,2023-03-03 01:00:00
TM-1467,Rotor Spinning,82.75,2.56,1830.69,39.75,5721,108.84,63.32,71.64,398.74,0,2023-03-03 02:00:00
TM-1468,Rotor Spinning,90.37,3.42,1798.99,51.73,13935,110.17,93.45,81.04,446.59,1,2023-03-03 03:00:00
TM-1469,Air Jet Loom,74.45,3.16,1810.21,38.96,4199,101.37,68.75,68.98,364.0,0,2023-03-03 04:00:00
TM-1470,Ring Spinning,76.0,2.02,1813.42,38.99,2537,100.68,60.27,68.54,382.39,0,2023-03-03 05:00:00
TM-1471,Spinning Frame,78.68,2.21,1808.74,38.34,5650,96.16,56.29,68.51,369.59,0,2023-03-03 06:00:00
TM-1472,Air Jet Loom,102.38,4.37,1831.9,57.23,10568,114.18,81.93,85.17,389.92,1,2023-03-03 07:00:00
TM-1473,Spinning Frame,78.07,2.32,1817.92,38.27,5096,102.74,61.91,68.48,363.19,0,2023-03-03 08:00:00
TM-1474,Rotor Spinning,78.0,3.14,1797.0,34.65,6568,100.15,69.25,70.17,389.76,0,2023-03-03 09:00:00
TM-1475,Air Jet Loom,71.25,2.79,1814.44,36.04,6648,106.04,58.53,66.24,374.1,0,2023-03-03 10:00:00
TM-1476,Ring Spinning,70.61,2.25,1831.83,41.19,5081,107.34,58.14,69.21,390.86,0,2023-03-03 11:00:00
TM-1477,Ring Spinning,72.24,2.14,1794.34,36.54,6193,117.98,67.01,74.42,363.27,0,2023-03-03 12:00:00
TM-1478,Rotor Spinning,74.7,1.99,1797.22,31.32,5174,99.98,64.93,71.77,371.96,0,2023-03-03 13:00:00
TM-1479,Weaving Loom,70.11,2.72,1817.64,41.31,5185,100.33,65.78,67.5,378.06,0,2023-03-03 14:00:00
TM-1480,Air Jet Loom,75.98,2.27,1825.94,35.62,1689,105.41,63.34,72.26,377.63,0,2023-03-03 15:00:00
TM-1481,Weaving Loom,97.47,4.71,1797.59,50.7,9985,136.1,88.1,87.7,373.54,1,2023-03-03 16:00:00
TM-1482,Rotor Spinning,77.45,2.5,1778.17,40.6,3579,105.26,59.42,72.75,373.96,0,2023-03-03 17:00:00
TM-1483,Weaving Loom,85.45,4.18,1635.46,60.0,14503,136.1,79.17,80.23,474.87,1,2023-03-03 18:00:00
TM-1484,Ring Spinning,68.92,2.97,1756.81,38.99,3817,112.45,59.19,72.74,385.78,0,2023-03-03 19:00:00
TM-1485,Rotor Spinning,74.72,1.97,1815.38,39.23,6811,103.31,70.37,74.47,384.27,0,2023-03-03 20:00:00
TM-1486,Rotor Spinning,92.36,6.05,1823.99,54.89,11366,132.2,83.31,81.01,477.88,1,2023-03-03 21:00:00
TM-1487,Rotor Spinning,75.79,2.18,1767.31,37.61,2658,108.42,65.67,73.93,362.88,0,2023-03-03 22:00:00
TM-1488,Ring Spinning,66.39,2.56,1808.7,38.48,6347,98.82,59.04,74.78,368.48,0,2023-03-03 23:00:00
TM-1489,Rotor Spinning,78.49,2.25,1804.5,38.15,6067,96.81,56.75,67.43,373.32,0,2023-03-04 00:00:00
TM-1490,Air Jet Loom,74.87,2.85,1804.42,40.12,1478,105.36,75.76,70.64,412.15,0,2023-03-04 01:00:00
TM-1491,Weaving Loom,65.13,2.17,1750.38,34.6,1777,107.51,64.41,75.1,372.88,0,2023-03-04 02:00:00
TM-1492,Rotor Spinning,94.85,4.75,1809.05,46.89,10547,134.65,94.2,83.16,400.79,1,2023-03-04 03:00:00
TM-1493,Ring Spinning,103.49,3.27,1740.21,49.96,12171,111.03,96.33,76.02,406.38,1,2023-03-04 04:00:00
TM-1494,Air Jet Loom,71.79,2.23,1824.02,36.99,4329,110.64,60.77,70.0,405.27,0,2023-03-04 05:00:00
TM-1495,Air Jet Loom,100.59,4.66,1776.43,47.78,12969,138.54,80.43,84.14,452.31,1,2023-03-04 06:00:00
TM-1496,Rotor Spinning,67.7,2.88,1819.44,41.46,5941,108.62,64.94,76.56,395.35,0,2023-03-04 07:00:00
TM-1497,Spinning Frame,72.02,2.66,1781.85,34.87,3844,103.25,62.56,68.03,411.48,0,2023-03-04 08:00:00
TM-1498,Rotor Spinning,89.05,4.11,1806.86,44.66,10327,132.52,90.13,83.71,357.52,1,2023-03-04 09:00:00
TM-1499,Spinning Frame,84.54,2.29,1761.01,36.03,5998,102.31,68.87,70.92,399.44,0,2023-03-04 10:00:00
TM-1500,Air Jet Loom,66.38,2.66,1789.43,35.06,6597,116.87,58.16,69.81,380.56,0,2023-03-04 11:00:00
TM-1501,Spinning Frame,77.95,2.45,1774.21,40.2,1026,94.75,67.1,72.12,375.52,0,2023-03-04 12:00:00
TM-1502,Air Jet Loom,88.28,3.99,1500.0,60.0,10913,142.53,92.48,88.36,435.37,1,2023-03-04 13:00:00
TM-1503,Weaving Loom,74.29,3.39,1777.32,38.24,4885,109.14,68.34,71.91,362.08,0,2023-03-04 14:00:00
TM-1504,Spinning Frame,75.63,2.75,1791.98,41.9,3825,102.32,73.48,69.0,390.31,0,2023-03-04 15:00:00
TM-1505,Rotor Spinning,92.98,3.52,1810.91,55.4,10415,118.4,81.91,83.57,467.46,1,2023-03-04 16:00:00
TM-1506,Air Jet Loom,66.2,2.08,1812.74,36.93,2818,113.43,71.16,72.88,391.37,0,2023-03-04 17:00:00
TM-1507,Rotor Spinning,75.43,2.56,1778.64,36.68,2050,118.5,64.62,72.81,372.94,0,2023-03-04 18:00:00
TM-1508,Rotor Spinning,66.92,2.18,1770.4,41.97,4894,100.58,62.56,70.64,393.21,0,2023-03-04 19:00:00
TM-1509,Rotor Spinning,76.99,3.2,1804.32,41.43,1493,103.3,64.63,70.09,375.43,0,2023-03-04 20:00:00
TM-1510,Weaving Loom,74.38,2.38,1823.26,40.61,5797,116.28,65.8,68.35,420.06,0,2023-03-04 21:00:00
TM-1511,Rotor Spinning,77.96,2.81,1810.71,34.69,1481,95.98,66.44,71.3,359.51,0,2023-03-04 22:00:00
TM-1512,Spinning Frame,93.61,3.77,1778.6,50.0,12557,134.62,74.61,77.05,396.31,1,2023-03-04 23:00:00
TM-1513,Rotor Spinning,72.21,2.81,1798.18,37.73,3303,105.37,56.77,66.16,372.36,0,2023-03-05 00:00:00
TM-1514,Air Jet Loom,99.73,6.05,1836.57,48.8,10699,128.93,89.65,79.18,373.56,1,2023-03-05 01:00:00
TM-1515,Ring Spinning,73.09,2.65,1826.99,39.35,6758,99.42,73.45,65.53,385.59,0,2023-03-05 02:00:00
TM-1516,Weaving Loom,79.74,2.86,1786.04,36.65,4522,110.53,65.39,67.77,371.9,0,2023-03-05 03:00:00
TM-1517,Spinning Frame,120.0,3.63,1791.96,50.41,10962,127.77,86.43,92.29,375.04,1,2023-03-05 04:00:00
TM-1518,Air Jet Loom,90.03,2.58,1870.82,46.52,8198,127.11,88.8,81.82,372.62,1,2023-03-05 05:00:00
TM-1519,Ring Spinning,72.67,2.22,1792.14,33.49,4270,105.67,65.52,63.3,378.38,0,2023-03-05 06:00:00
TM-1520,Air Jet Loom,81.06,1.49,1796.23,37.65,2076,100.51,71.19,72.97,403.07,0,2023-03-05 07:00:00
TM-1521,Ring Spinning,78.1,2.67,1781.86,34.09,6156,103.04,60.56,68.45,376.71,0,2023-03-05 08:00:00
TM-1522,Weaving Loom,100.76,4.09,1684.09,45.89,12465,123.84,85.02,79.8,430.16,1,2023-03-05 09:00:00
TM-1523,Weaving Loom,83.76,1.53,1802.8,40.49,4169,107.14,63.59,69.53,392.09,0,2023-03-05 10:00:00
TM-1524,Air Jet Loom,68.84,3.24,1810.3,37.4,4991,106.94,73.73,75.12,392.67,0,2023-03-05 11:00:00
TM-1525,Rotor Spinning,73.18,2.47,1814.06,34.92,3364,105.72,62.26,74.81,381.69,0,2023-03-05 12:00:00
TM-1526,Air Jet Loom,71.83,2.82,1816.88,36.95,5223,102.37,66.41,67.16,377.35,0,2023-03-05 13:00:00
TM-1527,Rotor Spinning,68.32,3.42,1806.17,39.4,4721,106.98,61.94,71.2,394.04,0,2023-03-05 14:00:00
TM-1528,Weaving Loom,74.38,2.77,1817.33,38.77,5719,102.23,59.93,69.17,392.39,0,2023-03-05 15:00:00
TM-1529,Rotor Spinning,78.3,2.06,1820.02,34.55,1794,101.16,65.56,66.41,370.06,0,2023-03-05 16:00:00
TM-1530,Weaving Loom,98.44,4.21,1666.18,44.59,9295,129.57,95.02,89.08,452.86,1,2023-03-05 17:00:00
TM-1531,Air Jet Loom,93.34,4.01,1758.45,47.97,13229,123.91,84.16,92.53,413.16,1,2023-03-05 18:00:00
TM-1532,Ring Spinning,78.91,2.36,1830.49,35.15,2858,104.78,64.17,67.85,388.06,0,2023-03-05 19:00:00
TM-1533,Rotor Spinning,67.88,2.29,1796.85,34.3,5677,109.36,61.96,68.23,366.8,0,2023-03-05 20:00:00
TM-1534,Ring Spinning,80.42,3.16,1782.42,37.44,3274,93.57,58.34,65.92,359.4,0,2023-03-05 21:00:00
TM-1535,Air Jet Loom,83.79,4.01,1784.22,46.33,13444,124.93,95.23,89.47,426.48,1,2023-03-05 22:00:00
TM-1536,Rotor Spinning,69.51,2.63,1796.72,32.33,6532,114.72,66.84,73.31,377.66,0,2023-03-05 23:00:00
TM-1537,Ring Spinning,72.66,3.05,1825.48,36.27,5063,113.31,71.51,66.8,379.0,0,2023-03-06 00:00:00
TM-1538,Ring Spinning,80.9,3.12,1773.97,39.28,6768,99.78,61.45,71.49,393.64,0,2023-03-06 01:00:00
TM-1539,Rotor Spinning,103.32,4.0,1758.54,48.17,14902,143.98,82.68,87.85,373.86,1,2023-03-06 02:00:00
TM-1540,Air Jet Loom,71.93,2.31,1765.28,40.09,5294,106.19,65.3,64.24,360.54,0,2023-03-06 03:00:00
TM-1541,Ring Spinning,76.31,3.72,1782.98,31.29,2491,102.83,72.81,69.92,332.95,0,2023-03-06 04:00:00
TM-1542,Air Jet Loom,80.94,4.81,1521.5,46.26,9966,129.89,87.44,82.36,393.26,1,2023-03-06 05:00:00
TM-1543,Spinning Frame,71.14,2.77,1808.53,33.52,3735,121.92,64.82,73.33,395.11,0,2023-03-06 06:00:00
TM-1544,Air Jet Loom,78.21,1.39,1819.55,37.65,3145,106.51,67.87,70.23,384.06,0,2023-03-06 07:00:00
TM-1545,Ring Spinning,71.79,2.37,1833.71,43.04,4856,105.55,57.61,65.97,396.24,0,2023-03-06 08:00:00
TM-1546,Ring Spinning,69.03,3.01,1783.16,32.16,2182,100.78,63.89,68.0,399.41,0,2023-03-06 09:00:00
TM-1547,Weaving Loom,75.77,4.94,1587.57,49.29,14121,118.4,105.67,78.2,433.19,1,2023-03-06 10:00:00
TM-1548,Rotor Spinning,66.53,3.41,1781.86,38.79,4864,117.31,68.17,74.03,390.87,0,2023-03-06 11:00:00
TM-1549,Air Jet Loom,91.9,5.39,1952.16,45.85,14260,134.06,98.37,85.24,411.37,1,2023-03-06 12:00:00
TM-1550,Rotor Spinning,76.06,2.27,1768.48,36.82,3258,101.36,58.45,72.9,379.0,0,2023-03-06 13:00:00
TM-1551,Weaving Loom,69.1,2.93,1809.8,37.4,1460,107.8,62.91,72.61,389.59,0,2023-03-06 14:00:00
TM-1552,Rotor Spinning,75.2,1.88,1778.08,36.92,6378,103.11,54.27,67.99,390.43,0,2023-03-06 15:00:00
TM-1553,Ring Spinning,78.1,2.46,1825.34,35.91,5345,96.23,66.16,72.96,393.69,0,2023-03-06 16:00:00
TM-1554,Rotor Spinning,78.8,3.0,1794.97,41.52,2688,99.25,67.18,69.62,407.79,0,2023-03-06 17:00:00
TM-1555,Ring Spinning,88.84,5.04,1804.53,60.0,13136,116.81,80.7,83.31,424.74,1,2023-03-06 18:00:00
TM-1556,Spinning Frame,97.61,3.99,1812.7,39.61,11636,134.99,75.99,79.16,421.81,1,2023-03-06 19:00:00
TM-1557,Weaving Loom,74.5,2.72,1778.69,36.31,4103,105.8,72.42,70.91,371.34,0,2023-03-06 20:00:00
TM-1558,Ring Spinning,91.3,4.24,1521.08,50.31,12065,125.18,93.63,90.05,346.26,1,2023-03-06 21:00:00
TM-1559,Ring Spinning,99.39,4.61,1782.58,46.58,13052,137.08,81.41,88.97,385.1,1,2023-03-06 22:00:00
TM-1560,Air Jet Loom,76.48,2.82,1801.12,35.11,2583,105.78,60.75,74.11,343.97,0,2023-03-06 23:00:00
TM-1561,Weaving Loom,78.7,2.13,1796.45,34.74,2002,112.87,72.73,71.3,384.7,0,2023-03-07 00:00:00
TM-1562,Air Jet Loom,68.03,2.55,1812.32,38.87,5873,106.07,63.13,72.34,358.61,0,2023-03-07 01:00:00
TM-1563,Air Jet Loom,79.0,2.28,1776.98,39.09,4363,104.39,60.7,69.75,394.8,0,2023-03-07 02:00:00
TM-1564,Spinning Frame,81.05,2.95,1797.95,39.83,3468,105.5,68.03,69.13,382.75,0,2023-03-07 03:00:00
TM-1565,Spinning Frame,72.38,1.59,1810.83,35.69,4459,102.76,67.64,70.11,365.43,0,2023-03-07 04:00:00
TM-1566,Spinning Frame,81.61,2.84,1813.74,34.52,6005,105.94,65.7,67.4,370.9,0,2023-03-07 05:00:00
TM-1567,Ring Spinning,85.36,3.35,1845.41,40.82,9874,127.98,79.91,88.6,373.63,1,2023-03-07 06:00:00
TM-1568,Ring Spinning,76.76,2.24,1781.18,40.11,5957,101.4,65.03,70.05,365.87,0,2023-03-07 07:00:00
TM-1569,Rotor Spinning,77.52,2.35,1820.59,34.02,2734,107.03,72.45,74.71,372.81,0,2023-03-07 08:00:00
TM-1570,Rotor Spinning,71.73,2.8,1791.69,38.62,2198,96.44,61.97,66.72,407.19,0,2023-03-07 09:00:00
TM-1571,Weaving Loom,79.0,2.67,1796.19,36.8,1386,98.67,64.87,74.13,373.85,0,2023-03-07 10:00:00
TM-1572,Air Jet Loom,98.48,4.59,1700.34,54.54,13198,113.39,89.0,85.03,389.64,1,2023-03-07 11:00:00
TM-1573,Spinning Frame,72.66,2.56,1783.38,38.97,6266,99.45,59.98,67.17,384.85,0,2023-03-07 12:00:00
TM-1574,Spinning Frame,72.17,3.54,1838.09,37.98,5701,104.12,60.08,70.0,389.87,0,2023-03-07 13:00:00
TM-1575,Rotor Spinning,75.32,2.76,1775.75,39.23,6724,116.63,67.84,68.71,386.93,0,2023-03-07 14:00:00
TM-1576,Ring Spinning,71.4,2.22,1785.8,41.28,3803,109.79,67.18,70.67,369.67,0,2023-03-07 15:00:00
TM-1577,Rotor Spinning,68.23,2.88,1796.38,33.92,1852,110.45,70.01,72.66,359.8,0,2023-03-07 16:00:00
TM-1578,Ring Spinning,73.28,1.64,1796.11,42.1,6769,100.16,63.48,67.1,371.52,0,2023-03-07 17:00:00
TM-1579,Spinning Frame,79.69,2.4,1819.37,36.92,6544,99.23,65.51,71.65,391.36,0,2023-03-07 18:00:00
TM-1580,Weaving Loom,82.67,4.39,1836.53,46.42,14391,129.33,86.58,83.59,322.02,1,2023-03-07 19:00:00
TM-1581,Weaving Loom,83.19,2.62,1809.23,37.03,6202,102.11,61.82,73.02,372.99,0,2023-03-07 20:00:00
TM-1582,Weaving Loom,82.19,2.35,1806.6,40.95,5677,103.91,69.31,66.77,387.85,0,2023-03-07 21:00:00
TM-1583,Ring Spinning,84.01,3.9,1764.55,49.03,10333,122.92,94.67,89.56,393.25,1,2023-03-07 22:00:00
TM-1584,Spinning Frame,75.81,1.69,1813.7,36.22,1391,103.79,67.59,72.15,364.94,0,2023-03-07 23:00:00
TM-1585,Ring Spinning,71.7,2.59,1802.01,39.83,6309,105.33,65.31,72.37,380.62,0,2023-03-08 00:00:00
TM-1586,Weaving Loom,76.92,1.49,1797.58,37.44,1518,106.76,71.06,67.18,366.45,0,2023-03-08 01:00:00
TM-1587,Rotor Spinning,71.97,3.69,1786.45,33.31,3321,101.46,61.56,68.48,356.7,0,2023-03-08 02:00:00
TM-1588,Weaving Loom,79.7,3.3,1774.79,36.18,3136,107.43,61.0,73.46,381.92,0,2023-03-08 03:00:00
TM-1589,Ring Spinning,79.87,1.85,1802.2,36.62,5718,98.79,62.14,73.77,382.13,0,2023-03-08 04:00:00
TM-1590,Spinning Frame,62.91,2.53,1792.73,35.23,1629,100.84,69.72,74.05,357.01,0,2023-03-08 05:00:00
TM-1591,Weaving Loom,79.12,2.38,1783.69,35.08,5255,98.22,60.34,67.98,351.61,0,2023-03-08 06:00:00
TM-1592,Ring Spinning,71.64,3.13,1788.74,41.37,3394,110.77,54.88,68.94,382.81,0,2023-03-08 07:00:00
TM-1593,Air Jet Loom,66.0,2.63,1774.02,35.45,6421,101.15,60.64,65.3,404.15,0,2023-03-08 08:00:00
TM-1594,Air Jet Loom,69.65,1.91,1797.24,38.01,3309,99.05,69.52,76.61,356.68,0,2023-03-08 09:00:00
TM-1595,Air Jet Loom,81.24,4.28,1737.99,50.88,13359,141.19,76.05,85.35,418.21,1,2023-03-08 10:00:00
TM-1596,Rotor Spinning,78.64,1.62,1786.63,42.55,6901,100.03,64.17,73.5,375.71,0,2023-03-08 11:00:00
TM-1597,Air Jet Loom,71.27,2.84,1805.28,33.9,4837,113.5,68.15,65.74,373.6,0,2023-03-08 12:00:00
TM-1598,Ring Spinning,88.11,5.86,1716.41,50.01,13671,119.13,74.51,86.95,470.58,1,2023-03-08 13:00:00
TM-1599,Air Jet Loom,64.14,3.15,1819.8,39.12,4083,98.44,71.02,73.66,350.81,0,2023-03-08 14:00:00
TM-1600,Air Jet Loom,92.3,4.84,1676.48,42.12,9898,122.02,93.01,80.65,388.21,1,2023-03-08 15:00:00
TM-1601,Spinning Frame,75.38,2.62,1821.25,42.48,4977,103.88,72.42,72.25,374.74,0,2023-03-08 16:00:00
TM-1602,Spinning Frame,103.21,4.4,1772.15,52.21,10042,132.93,85.57,79.39,417.87,1,2023-03-08 17:00:00
TM-1603,Air Jet Loom,77.23,2.96,1823.02,38.81,2446,102.1,59.44,69.84,397.3,0,2023-03-08 18:00:00
TM-1604,Spinning Frame,98.03,4.78,1801.16,51.93,9756,122.14,104.0,86.5,444.49,1,2023-03-08 19:00:00
TM-1605,Rotor Spinning,74.88,2.13,1833.78,36.24,4097,103.28,67.66,70.07,372.73,0,2023-03-08 20:00:00
TM-1606,Weaving Loom,80.71,3.31,1766.23,35.57,1315,99.28,66.95,70.03,382.48,0,2023-03-08 21:00:00
TM-1607,Weaving Loom,75.34,2.93,1786.32,36.84,2946,96.52,73.68,68.94,359.5,0,2023-03-08 22:00:00
TM-1608,Ring Spinning,100.87,5.8,1755.03,46.0,9177,119.43,101.39,86.84,425.24,1,2023-03-08 23:00:00
TM-1609,Weaving Loom,72.54,3.2,1786.88,38.91,3280,100.65,72.04,70.86,363.56,0,2023-03-09 00:00:00
TM-1610,Rotor Spinning,83.95,2.87,1775.8,33.78,1339,101.72,65.45,72.0,415.41,0,2023-03-09 01:00:00
TM-1611,Weaving Loom,81.59,2.75,1799.39,44.18,5211,100.79,73.19,74.81,381.07,0,2023-03-09 02:00:00
TM-1612,Spinning Frame,79.91,2.33,1858.72,41.82,3323,107.22,62.53,75.86,375.07,0,2023-03-09 03:00:00
TM-1613,Ring Spinning,72.76,2.93,1831.28,35.51,6487,101.85,57.82,71.25,372.87,0,2023-03-09 04:00:00
TM-1614,Air Jet Loom,78.07,1.64,1777.08,35.47,3590,104.16,48.06,70.75,393.84,0,2023-03-09 05:00:00
TM-1615,Spinning Frame,78.68,2.39,1825.86,35.17,2444,109.37,67.34,66.96,384.18,0,2023-03-09 06:00:00
TM-1616,Air Jet Loom,99.11,2.68,1735.74,42.89,10962,137.24,100.02,78.59,479.18,1,2023-03-09 07:00:00
TM-1617,Rotor Spinning,73.1,2.48,1810.75,35.81,4346,105.61,58.27,70.2,385.39,0,2023-03-09 08:00:00
TM-1618,Rotor Spinning,74.14,2.13,1768.0,40.12,3534,101.69,65.73,67.93,357.85,0,2023-03-09 09:00:00
TM-1619,Ring Spinning,89.64,2.97,1968.28,39.82,12490,137.2,102.39,86.93,460.7,1,2023-03-09 10:00:00
TM-1620,Rotor Spinning,77.0,2.43,1781.01,42.5,5748,109.43,66.47,67.21,354.4,0,2023-03-09 11:00:00
TM-1621,Rotor Spinning,74.63,2.26,1765.87,39.96,4782,100.38,65.19,68.54,384.56,0,2023-03-09 12:00:00
TM-1622,Air Jet Loom,69.55,3.57,1849.25,43.1,3601,108.21,65.02,60.01,388.93,0,2023-03-09 13:00:00
TM-1623,Ring Spinning,77.22,1.33,1779.85,34.47,4797,106.36,70.05,67.12,371.37,0,2023-03-09 14:00:00
TM-1624,Air Jet Loom,79.46,2.55,1790.01,34.76,4870,109.15,65.77,70.87,397.13,0,2023-03-09 15:00:00
TM-1625,Spinning Frame,64.4,2.03,1803.23,41.86,2547,106.23,60.82,75.36,374.13,0,2023-03-09 16:00:00
TM-1626,Rotor Spinning,93.46,5.33,1767.9,39.4,9132,128.06,79.09,81.61,447.09,1,2023-03-09 17:00:00
TM-1627,Ring Spinning,97.59,3.31,1792.23,42.27,13221,126.18,92.78,89.47,484.81,1,2023-03-09 18:00:00
TM-1628,Spinning Frame,77.06,2.14,1795.27,38.59,5335,94.11,63.9,69.47,381.92,0,2023-03-09 19:00:00
TM-1629,Weaving Loom,77.1,2.1,1761.86,37.39,2890,116.91,66.14,71.96,355.9,0,2023-03-09 20:00:00
TM-1630,Spinning Frame,95.8,4.07,1647.42,40.86,8048,110.94,80.21,91.06,390.97,1,2023-03-09 21:00:00
TM-1631,Air Jet Loom,81.05,3.25,1781.44,43.23,5044,108.62,64.42,72.23,378.19,0,2023-03-09 22:00:00
TM-1632,Weaving Loom,78.16,2.92,1920.33,48.88,11995,122.41,74.59,81.2,473.9,1,2023-03-09 23:00:00
